iter	Passed	Remaining
164	3402	17219
165	3422	17196
166	3445	17183
167	3469	17180
168	3492	17172
169	3514	17161
170	3531	17119
171	3551	17095
172	3569	17064
173	3585	17019
174	3606	17000
175	3626	16978
176	3648	16965
177	3668	16939
178	3684	16900
179	3703	16871
180	3715	16814
181	3737	16797
182	3761	16792
183	3778	16757
184	3794	16714
185	3814	16694
186	3845	16719
187	3872	16725
188	3896	16719
189	3916	16696
190	3938	16682
191	3959	16664
192	3975	16623
193	3996	16605
194	4015	16577
195	4035	16554
196	4047	16498
197	4065	16467
198	4084	16439
199	4104	16417
200	4128	16412
201	4150	16395
202	4171	16376
203	4190	16349
204	4208	16320
205	4225	16288
206	4247	16271
207	4265	16239
208	4283	16212
209	4303	16189
210	4320	16155
211	4339	16130
212	4363	16123
213	4384	16102
214	4405	16085
215	4428	16073
216	4447	16049
217	4464	16013
218	4485	15996
219	4507	15982
220	4527	15958
221	4544	15926
222	4562	15897
223	4573	15845
224	4585	15795
225	4601	15757
226	4630	15768
227	4651	15749
228	4678	15752
229	4703	15746
230	4727	15737
231	4747	15715
232	4768	15696
233	4792	15687
234	4812	15665
235	4837	15661
236	4860	15646
237	4880	15626
238	4901	15608
239	4920	15580
240	4937	15549
241	4957	15527
242	4978	15509
243	5000	15493
244	5015	15457
245	5033	15428
246	5057	15418
247	5082	15411
248	5096	15371
249	5117	15353
250	5139	15335
251	5154	15300
252	5174	15276
253	5198	15266
254	5214	15235
255	5232	15206
256	5252	15185
257	5273	15165
258	5293	15145
259	5306	15102
260	5326	15081
261	5347	15062
262	5369	15045
263	5388	15022
264	5406	14994
265	5426	14975
266	5443	14945
267	5468	14935
268	5491	14922
269	5513	14907
270	5530	14877
271	5554	14866
272	5567	14826
273	5589	14810
274	5610	14791
275	5631	14773
276	5655	14761
277	5678	14747
278	5701	14734
279	5722	14713
280	5736	14677
281	5752	14646
282	5775	14632
283	5796	14613
284	5816	14591
285	5836	14570
286	5856	14548
287	5882	14542
288	5909	14538
289	5933	14527
290	5960	14522
291	5980	14499
292	6019	14524
293	6035	14492
294	6058	14479
295	6080	14461
296	6102	14445
297	6124	14428
298	6146	14410
299	6163	14381
300	6183	14360
301	6204	14340
302	6226	14322
303	6238	14283
304	6264	14275
305	6292	14271
306	6311	14247
307	6339	14243
308	6357	14215
309	6378	14196
310	6398	14175
311	6417	14152
312	6437	14129
313	6460	14115
314	6476	14084
315	6500	14071
316	6521	14050
317	6535	14016
318	6556	13997
319	6573	13969
320	6591	13942
321	6608	13914
322	6629	13895
323	6652	13880
324	6669	13851
325	6684	13819
326	6703	13795
327	6720	13769
328	6742	13750
329	6756	13717
330	6772	13689
331	6794	13669
332	6819	13660
333	6844	13647
334	6866	13629
335	6883	13603
336	6904	13583
337	6924	13561
338	6947	13546
339	6969	13529
340	6990	13510
341	7006	13481
342	7030	13466
343	7054	13453
344	7075	13433
345	7102	13424
346	7120	13399
347	7138	13374
348	7160	13355
349	7178	13332
350	7191	13297
351	7211	13276
352	7228	13249
353	7251	13233
354	7273	13214
355	7291	13190
356	7311	13169
357	7329	13144
358	7348	13120
359	7368	13100
360	7392	13086
361	7411	13061
362	7434	13045
363	7456	13028
364	7474	13003
365	7496	12985
366	7516	12964
367	7540	12950
368	7569	12943
369	7592	12926
370	7616	12912
371	7632	12885
372	7655	12868
373	7677	12851
374	7701	12836
375	7722	12815
376	7743	12796
377	7763	12775
378	7785	12756
379	7807	12737
380	7828	12718
381	7845	12692
382	7865	12670
383	7890	12656
384	7916	12645
385	7940	12631
386	7960	12609
387	7981	12589
388	8001	12568
389	8023	12549
390	8047	12533
391	8068	12514
392	8089	12494
393	8110	12474
394	8132	12456
395	8154	12437
396	8176	12418
397	8203	12408
398	8229	12395
399	8255	12383
400	8278	12366
401	8305	12355
402	8332	12343
403	8354	12325
404	8380	12311
405	8399	12288
406	8426	12277
407	8449	12260
408	8470	12240
409	8493	12221
410	8513	12200
411	8535	12181
412	8555	12159
